Type,Date,Time,Location,City,County,Zip,Geocode
NFS,10/25/2013,939,100 N Fulton Ave,Baltimore,Balto. City,21223,"100 N Fulton Ave
Baltimore 21223
(39.28606045800046, -76.64512555299967)"
NFS,10/16/2013,1952,500 Poplar Grove St,Baltimore,Balto. City,21223,"500 Poplar Grove St
Baltimore 21223
(39.29321843300045, -76.66488603399966)"
NFS,05/12/2013,2015,1200 West Lombard St.,Baltimore,Balto. City,21223,"1200 West Lombard St.
Baltimore 21223
(39.286628532000464, -76.63676229099963)"
NFS,09/15/2013,100,2100 Boyd St,Baltimore,Balto. City,21223,"2100 Boyd St
Baltimore 21223
(39.2865282840005, -76.65031197399964)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
NFS,05/18/2013,44,1200 Glyndon Ave.,Baltimore,Balto. City,21223,"1200 Glyndon Ave.
Baltimore 21223
(39.282763780000494, -76.63558926899964)"
NFS - self inflicted,08/31/2013,405,1000 W Baltimore St,Baltimore,Balto. City,21223,"1000 W Baltimore St
Baltimore 21223
(39.28877753800049, -76.63393228699965)"
NFS,04/11/2013,212,1 N. Stricker St.,Baltimore,Balto. City,21223,"1 N. Stricker St.
Baltimore 21223
(39.288534307000475, -76.64093635499967)"
NFS,09/16/2013,2120,S Stricker St,Baltimore,Balto. City,21223,"S Stricker St
Baltimore 21223
(39.285343311000474, -76.64078319399965)"
NFS,08/16/2013,2322,1 N Bentalou St,Baltimore,Balto. City,21223,"1 N Bentalou St
Baltimore 21223
(39.28824172700047, -76.65285505899965)"
NFS,09/15/2013,1757,153 Willard St,Baltimore,Balto. City,21223,"153 Willard St
Baltimore 21223
(39.284753770000464, -76.65471945099966)"
NFS,03/07/2013,1205,2801 Edmondson Ave.,Baltimore,Balto. City,21223,"2801 Edmondson Ave.
Baltimore 21223
(39.29441334800049, -76.66382939099964)"
NFS,05/15/2013,109,2000 W. Baltimore St.,Baltimore,Balto. City,21223,"2000 W. Baltimore St.
Baltimore 21223
(39.28809769200046, -76.64910207799966)"
NFS,08/24/2013,2117,1500 West Fayette St,Baltimore,Balto. City,21223,"1500 West Fayette St
Baltimore 21223
(39.28966825200047, -76.64170212299967)"
NFS,11/16/2013,2158,300 Calhoun St,Baltimore,Balto. City,21223,"300 Calhoun St
Baltimore 21223
(39.292309282000474, -76.63978587899965)"
NFS,06/01/2013,1828,500 N Arlington Ave,Baltimore,Balto. City,21223,"500 N Arlington Ave
Baltimore 21223
(39.294373615000495, -76.63563616699963)"
NFS,04/30/2013,1405,2100 Christian St.,Baltimore,Balto. City,21223,"2100 Christian St.
Baltimore 21223
(39.28180202600049, -76.64958878399966)"
NFS,12/22/2013,415,400 N Bradford Ave,Baltimore,Balto. City,21224,"400 N Bradford Ave
Baltimore 21224
(39.29587789900046, -76.58427585499965)"
NFS,12/17/2013,147,110 N Bradford St,Baltimore,Balto. City,21224,"110 N Bradford St
Baltimore 21224
(39.293568726000444, -76.58415601699966)"
NFS,08/02/2013,134,6500 Holabird Ave,Baltimore,Balto. City,21224,"6500 Holabird Ave
Baltimore 21224
(39.272438182000485, -76.53555161899965)"
NFS,06/18/2013,1613,7900 Eastdale Rd,Dundalk,Baltimore,21224,"7900 Eastdale Rd
Dundalk 21224
(39.29792665600047, -76.51576002599967)"
NFS,12/10/2013,1509,6100 Boston St,Baltimore,Balto. City,21224,"6100 Boston St
Baltimore 21224
(39.27798233800047, -76.54285449599968)"
NFS,10/06/2013,1739,3000 E Fayette St,Baltimore,Balto. City,21224,"3000 E Fayette St
Baltimore 21224
(39.29470833300047, -76.57479142299968)"
NFS,06/19/2013,2241,6200 O'Donnell St,Baltimore,Balto. City,21224,"6200 O'Donnell St
Baltimore 21224
(39.28153499300049, -76.54175228699967)"
NFS,07/22/2013,2314,100 S Janey St,Baltimore,Balto. City,21224,"100 S Janey St
Baltimore 21224
(39.29134943100047, -76.56086609699963)"
NFS,05/10/2013,128,1 S. Bouldin St.,Baltimore,Balto. City,21224,"1 S. Bouldin St.
Baltimore 21224
(39.29174190600048, -76.57102938199967)"
NFS,04/18/2013,2055,400 N. Robinson St.,Baltimore,Balto. City,21224,"400 N. Robinson St.
Baltimore 21224
(39.29609798400048, -76.57294546799966)"
NFS,04/23/2013,1721,1704 Joplin St.,Baltimore,Balto. City,21224,"1704 Joplin St.
Baltimore 21224
(39.272998191000454, -76.53692629099965)"
NFS,01/27/2013,229,3400 Leverton Ave.,Baltimore,Balto. City,21224,"3400 Leverton Ave.
Baltimore 21224
(39.291827628000476, -76.56886178099967)"
NFS,12/17/2013,2149,Unit blk S Conkling St,Baltimore,Balto. City,21224,"Unit blk S Conkling St
Baltimore 21224
(39.28492595600045, -76.55678650999965)"
NFS,06/26/2013,825,1818 N Milton Ave,Baltimore,Balto. City,21224,"1818 N Milton Ave
Baltimore 21224
(39.311452778000444, -76.58305916199964)"
NFS,07/22/2013,2314,100 S Janey St,Baltimore,Balto. City,21224,"100 S Janey St
Baltimore 21224
(39.29134943100047, -76.56086609699963)"
NFS,03/31/2013,237,6500 O'Donnell St.,Baltimore,Balto. City,21224,"6500 O'Donnell St.
Baltimore 21224
(39.28172787800048, -76.53679147299965)"
NFS,12/02/2013,144,5625 O'Donnell St,Baltimore,Balto. City,21224,"5625 O'Donnell St
Baltimore 21224
(39.281253138000466, -76.54743970999965)"
NFS,08/17/2013,1713,30 N East Ave,Baltimore,Balto. City,21224,"30 N East Ave
Baltimore 21224
(39.2932771990005, -76.57245574799964)"
NFS,12/19/2013,2356,3702 Pratt St,Baltimore,Balto. City,21224,"3702 Pratt St
Baltimore 21224
(39.29030776900049, -76.56661137499964)"
NFS,12/05/2013,2137,3500 Leverton Ave,Baltimore,Balto. City,21224,"3500 Leverton Ave
Baltimore 21224
(39.291848092000464, -76.56841794299964)"
NFS,09/16/2013,1754,900 Veronica St,Baltimore,Balto. City,21225,"900 Veronica St
Baltimore 21225
(39.250062916000445, -76.62518593599964)"
NFS,08/06/2013,1258,9 Talbott St,Baltimore,Balto. City,21225,"9 Talbott St
Baltimore 21225
(39.23651198300047, -76.61244566699963)"
NFS,07/07/2013,309,1000 Bethune Rd,Baltimore,Balto. City,21225,"1000 Bethune Rd
Baltimore 21225
(39.24409016700048, -76.62501286599968)"
NFS,05/21/2013,1411,4142 Audrey Ave,Baltimore,Balto. City,21225,"4142 Audrey Ave
Baltimore 21225
(39.229777253000464, -76.60472194299967)"
NFS,11/02/2013,2213,1102 Shellbanks Rd,Baltimore,Balto. City,21225,"1102 Shellbanks Rd
Baltimore 21225
(39.2497883530005, -76.63041743399964)"
NFS,05/21/2013,1411,4142 Audrey Ave,Baltimore,Balto. City,21225,"4142 Audrey Ave
Baltimore 21225
(39.229777253000464, -76.60472194299967)"
NFS,01/13/2013,2110,700 Cherry Hill Rd.,Baltimore,Balto. City,21225,"700 Cherry Hill Rd.
Baltimore 21225
(39.24958612900048, -76.62393163399963)"
NFS,01/13/2013,2110,700 Cherry Hill Rd.,Baltimore,Balto. City,21225,"700 Cherry Hill Rd.
Baltimore 21225
(39.24958612900048, -76.62393163399963)"
NFS,10/29/2013,2332,2500 Terra Firma Rd,Baltimore,Balto. City,21225,"2500 Terra Firma Rd
Baltimore 21225
(39.25119356200048, -76.62472785999967)"
NFS,01/04/2013,1714,300 Bridgeview Rd.,Baltimore,Balto. City,21225,"300 Bridgeview Rd.
Baltimore 21225
(39.25093660300047, -76.61879130399967)"
NFS,05/24/2013,1905,1200 Cherry Hill Rd,Baltimore,Balto. City,21225,"1200 Cherry Hill Rd
Baltimore 21225
(39.2509618200005, -76.63143357499968)"
NFS,09/17/2013,2351,1046 Bethune Rd,Baltimore,Balto. City,21225,"1046 Bethune Rd
Baltimore 21225
(39.243445704000465, -76.62653840699966)"
NFS,10/05/2013,154,1602 Elmtree St,Baltimore,Balto. City,21226,"1602 Elmtree St
Baltimore 21226
(39.22456778700047, -76.58790208599964)"
NFS - self inflicted,11/12/2013,205,1413 Olmstead St,Baltimore,Balto. City,21226,"1413 Olmstead St
Baltimore 21226
(39.227412770000456, -76.59086921099964)"
NFS,11/12/2013,205,1413 Olmstead St,Baltimore,Balto. City,21226,"1413 Olmstead St
Baltimore 21226
(39.227412770000456, -76.59086921099964)"
NFS,06/17/2013,118,1517 Locust St,Baltimore,Balto. City,21226,"1517 Locust St
Baltimore 21226
(39.22674329400047, -76.58936893999964)"
NFS,05/27/2013,1630,908 Leeds Ave,Arbutus,Baltimore,21227,"908 Leeds Ave
Arbutus 21227
(39.254870999000445, -76.69242066099963)"
NFS,06/14/2013,1000,1935 Lansdowne Rd,Arbutus,Baltimore,21227,"1935 Lansdowne Rd
Arbutus 21227
(39.25264529500049, -76.66636647199965)"
NFS,09/29/2013,1848,337 5th Ave,Baltimore,Baltimore,21227,"337 5th Ave
Baltimore 21227
(39.24190357100048, -76.65756147099967)"
NFS,04/27/2013,2200,2962 Bero Rd.,Lansdowne,Baltimore,21227,"2962 Bero Rd.
Lansdowne 21227
(39.24105757600046, -76.65368534499964)"
NFS,12/05/2013,2308,2942 Lakebrook Cir,Baltimore,Baltimore,21227,"2942 Lakebrook Cir
Baltimore 21227
(39.239538791000484, -76.65588451599967)"
NFS,05/25/2013,200,1401 Sulphur Spring Rd,Halethorpe,Baltimore,21227,"1401 Sulphur Spring Rd
Halethorpe 21227
(39.24726617800047, -76.69338228399965)"
NFS,08/21/2013,202,Baltimore Highlands Area,Baltimore,Baltimore,21227,"Baltimore Highlands Area
Baltimore 21227
(39.24421759900048, -76.67522701499968)"
NFS,04/25/2013,928,4th St. & Orchard Ave.,Brooklyn,Anne Arundel,21227,"4th St. &amp; Orchard Ave.
Brooklyn 21227
(39.24421759900048, -76.67522701499968)"
NFS,07/18/2013,230,138 Twin Circle Way,Halethorpe,Baltimore,21227,"138 Twin Circle Way
Halethorpe 21227
(39.23634258900046, -76.64766850999968)"
NFS,09/09/2013,1335,410 Dorchester Rd,Baltimore,Balto. City,21228,"410 Dorchester Rd
Baltimore 21228
(39.28019837900047, -76.73468569199963)"
NFS,08/22/2013,2350,5930 Robindale Rd,Catonsville,Baltimore,21228,"5930 Robindale Rd
Catonsville 21228
(39.29490076400049, -76.73511645799965)"
NFS,06/19/2013,2140,1901 Edmondson Ave,Baltimore,Balto. City,21228,"1901 Edmondson Ave
Baltimore 21228
(39.27366803400048, -76.75651671499963)"
NFS,03/30/2013,315,7008 Upper Mills Circle,Catonsville,Baltimore,21228,"7008 Upper Mills Circle
Catonsville 21228
(39.302067957000475, -76.76761195699964)"
NFS,08/19/2013,2221,180 Winters La,Baltimore,Baltimore,21228,"180 Winters La
Baltimore 21228
(39.280641276000495, -76.74331839999968)"
NFS,05/29/2013,2357,3500 Old Frederick Rd,Baltimore,Balto. City,21229,"3500 Old Frederick Rd
Baltimore 21229
(39.282665835000444, -76.67514825499967)"
NFS,12/12/2013,2011,100 S Culver St,Baltimore,Balto. City,21229,"100 S Culver St
Baltimore 21229
(39.285002663000455, -76.67850139599966)"
NFS,07/01/2013,1618,202 S Tremont Rd,Baltimore,Balto. City,21229,"202 S Tremont Rd
Baltimore 21229
(39.28205051700047, -76.69487647299968)"
NFS,09/26/2013,2112,900 S Caton Ave,Baltimore,Balto. City,21229,"900 S Caton Ave
Baltimore 21229
(39.273535154000456, -76.67133074599963)"
NFS,12/29/2013,209,3206 W Baltimore St,Baltimore,Balto. City,21229,"3206 W Baltimore St
Baltimore 21229
(39.28586802700045, -76.67152202399967)"
NFS,04/20/2013,2238,1 Benkert Ave.,Baltimore,Balto. City,21229,"1 Benkert Ave.
Baltimore 21229
(39.28484657200045, -76.67471601899967)"
NFS,12/20/2013,1813,819 Mt. Holly St,Baltimore,Balto. City,21229,"819 Mt. Holly St
Baltimore 21229
(39.297042855000484, -76.67991524499968)"
NFS,09/08/2013,2042,3500 W Franklin St,Baltimore,Balto. City,21229,"3500 W Franklin St
Baltimore 21229
(39.29273793100049, -76.67593180699964)"
NFS,11/09/2013,1630,200 S Collins St,Baltimore,Balto. City,21229,"200 S Collins St
Baltimore 21229
(39.28302880400048, -76.68337554799967)"
NFS,09/06/2013,2224,5000 Edmondson Ave,Baltimore,Balto. City,21229,"5000 Edmondson Ave
Baltimore 21229
(39.29196145900045, -76.70366371199964)"
NFS,06/12/2013,2,4100 Walrad St,Baltimore,Balto. City,21229,"4100 Walrad St
Baltimore 21229
(39.28000752100047, -76.68359102399967)"
NFS,11/11/2013,1641,440 Parkton Ave,Baltimore,Balto. City,21229,"440 Parkton Ave
Baltimore 21229
(39.280132678000484, -76.69663131199968)"
NFS,03/25/2013,1826,700 Linnard St.,Baltimore,Balto. City,21229,"700 Linnard St.
Baltimore 21229
(39.29531097600045, -76.67648259799967)"
NFS,09/04/2013,35,607 Mt Holly St,Baltimore,Balto. City,21229,"607 Mt Holly St
Baltimore 21229
(39.29449285600049, -76.67977466699966)"
NFS,12/06/2013,556,4200 Old Frederick Rd,Baltimore,Balto. City,21229,"4200 Old Frederick Rd
Baltimore 21229
(39.28623999600046, -76.68490692599966)"
NFS,08/17/2013,102,Edmondson Ave & North Bend Rd,Catonsville,Baltimore,21229,"Edmondson Ave &amp; North Bend Rd
Catonsville 21229
(39.284156890000475, -76.69356728299965)"
NFS,06/01/2013,226,3400 W Franklin St,Baltimore,Balto. City,21229,"3400 W Franklin St
Baltimore 21229
(39.29277826000049, -76.67452141499967)"
NFS,12/03/2013,1201,900 S Caton Ave,Baltimore,Balto. City,21229,"900 S Caton Ave
Baltimore 21229
(39.273535154000456, -76.67133074599963)"
NFS,08/17/2013,102,Edmondson Ave & North Bend Rd,Catonsville,Baltimore,21229,"Edmondson Ave &amp; North Bend Rd
Catonsville 21229
(39.284156890000475, -76.69356728299965)"
NFS,01/15/2013,1047,3980 W. Mulberry St.,Baltimore,Balto. City,21229,"3980 W. Mulberry St.
Baltimore 21229
(39.291648642000496, -76.68219202799963)"
NFS,10/08/2013,2135,3100 Elbert St,Baltimore,Balto. City,21229,"3100 Elbert St
Baltimore 21229
(39.28720512900048, -76.66990332499967)"
NFS,11/09/2013,116,400 N Athol Ave,Baltimore,Balto. City,21229,"400 N Athol Ave
Baltimore 21229
(39.290484414000446, -76.68912205899966)"
NFS,07/03/2013,246,100 Dennison St,Baltimore,Balto. City,21229,"100 Dennison St
Baltimore 21229
(39.288603544000466, -76.67691009499964)"
NFS,05/03/2013,1,900 S. Caton Ave.,Baltimore,Balto. City,21229,"900 S. Caton Ave.
Baltimore 21229
(39.273535154000456, -76.67133074599963)"
NFS,10/17/2013,228,203 N Monastery Ave,Baltimore,Balto. City,21229,"203 N Monastery Ave
Baltimore 21229
(39.28935713600049, -76.67459170399968)"
NFS,08/03/2013,202,201 N Rock Glen Rd,Baltimore,Balto. City,21229,"201 N Rock Glen Rd
Baltimore 21229
(39.2858380670005, -76.70429752899963)"
NFS,07/01/2013,130,776 Linnard St,Baltimore,Balto. City,21229,"776 Linnard St
Baltimore 21229
(39.29686310000045, -76.67478067699966)"
NFS,09/30/2013,1300,313 Collins Ave,Baltimore,Balto. City,21229,"313 Collins Ave
Baltimore 21229
(39.28083255500047, -76.68347464399966)"
NFS,08/20/2013,547,1219 S Carey St,Baltimore,Balto. City,21230,"1219 S Carey St
Baltimore 21230
(39.280063983000446, -76.63458332599964)"
NFS,04/19/2013,2309,2608 W. Patapsco Ave.,Baltimore,Balto. City,21230,"2608 W. Patapsco Ave.
Baltimore 21230
(39.25340207000045, -76.65325294799965)"
NFS,05/17/2013,50,2400 Maisel Ct.,Baltimore,Balto. City,21230,"2400 Maisel Ct.
Baltimore 21230
(39.26313691200045, -76.64202878899965)"
NFS,07/28/2013,58,1900 Russell St,Baltimore,Balto. City,21230,"1900 Russell St
Baltimore 21230
(39.27220595400047, -76.63035934099963)"
NFS,01/20/2013,2158,2839 Annapolis Rd.,Baltimore,Balto. City,21230,"2839 Annapolis Rd.
Baltimore 21230
(39.2556227070005, -76.63826708299968)"
NFS,09/27/2013,1658,3100 Savoy St,Baltimore,Balto. City,21230,"3100 Savoy St
Baltimore 21230
(39.25340480900047, -76.64824377699966)"
NFS,05/25/2013,1501,1100 W Cross St,Baltimore,Balto. City,21230,"1100 W Cross St
Baltimore 21230
(39.28136375700046, -76.63048235599967)"
NFS,12/18/2013,112,1100 Carroll St,Baltimore,Balto. City,21230,"1100 Carroll St
Baltimore 21230
(39.282020101000455, -76.63152986399967)"
NFS,04/10/2013,2302,2600 Norland Rd.,Baltimore,Balto. City,21230,"2600 Norland Rd.
Baltimore 21230
(39.25212449600048, -76.64565143199968)"
NFS,08/02/2013,348,1200 W Ostend St,Baltimore,Balto. City,21230,"1200 W Ostend St
Baltimore 21230
(39.28098386200048, -76.63296475299967)"
NFS,08/20/2013,547,1219 S Carey St,Baltimore,Balto. City,21230,"1219 S Carey St
Baltimore 21230
(39.280063983000446, -76.63458332599964)"
NFS,08/23/2013,443,200 block of Scott St,Baltimore,Balto. City,21230,"200 block of Scott St
Baltimore 21230
(39.2749498230005, -76.62339978799963)"
NFS,04/22/2013,1122,2590 Marbourne Ave.,Baltimore,Balto. City,21230,"2590 Marbourne Ave.
Baltimore 21230
(39.25304117900049, -76.64700770399963)"
NFS,12/21/2013,1417,2431 Maisel Ct,Baltimore,Balto. City,21230,"2431 Maisel Ct
Baltimore 21230
(39.26318473000049, -76.64085121899967)"
NFS,01/07/2013,1417,1200 W. Cross St.,Baltimore,Balto. City,21230,"1200 W. Cross St.
Baltimore 21230
(39.281731738000474, -76.63095546699964)"
NFS,02/05/2013,2343,1300 W. Cross St.,Baltimore,Balto. City,21230,"1300 W. Cross St.
Baltimore 21230
(39.282935127000485, -76.63258134599965)"
NFS,03/05/2013,1745,001 N. Caroline St.,Baltimore,Balto. City,21231,"001 N. Caroline St.
Baltimore 21231
(39.29151429800049, -76.59712876699967)"
NFS,02/25/2013,452,1700 E. Pratt St.,Baltimore,Balto. City,21231,"1700 E. Pratt St.
Baltimore 21231
(39.289264657000444, -76.59350374599967)"
NFS,09/06/2013,237,1500 E Pratt St,Baltimore,Balto. City,21231,"1500 E Pratt St
Baltimore 21231
(39.28913528200047, -76.59651461499965)"
NFS,05/26/2013,2117,300 S Dallas Ct,Baltimore,Balto. City,21231,"300 S Dallas Ct
Baltimore 21231
(39.28740018400049, -76.59653914299963)"
NFS,03/05/2013,1745,001 N. Caroline St.,Baltimore,Balto. City,21231,"001 N. Caroline St.
Baltimore 21231
(39.29151429800049, -76.59712876699967)"
NFS,07/11/2013,1,200 S Broadway Ave,Baltimore,Balto. City,21231,"200 S Broadway Ave
Baltimore 21231
(39.28907828400048, -76.59381559599967)"
NFS,08/05/2013,330,300 Ballou Ct,Baltimore,Balto. City,21231,"300 Ballou Ct
Baltimore 21231
(39.28736868700048, -76.59725391799964)"
NFS,11/13/2013,2207,1931 E Baltimore St,Baltimore,Balto. City,21231,"1931 E Baltimore St
Baltimore 21231
(39.29169281100047, -76.58942885899967)"
NFS,06/22/2013,1625,200 S Dallas Ct,Baltimore,Balto. City,21231,"200 S Dallas Ct
Baltimore 21231
(39.289011745000494, -76.59665671099964)"
NFS,08/19/2013,2231,305 Mason Ct,Baltimore,Balto. City,21231,"305 Mason Ct
Baltimore 21231
(39.287399749000485, -76.59579138199967)"
NFS,08/05/2013,330,300 Ballou Ct,Baltimore,Balto. City,21231,"300 Ballou Ct
Baltimore 21231
(39.28736868700048, -76.59725391799964)"
NFS,08/19/2013,2231,305 Mason Ct,Baltimore,Balto. City,21231,"305 Mason Ct
Baltimore 21231
(39.287399749000485, -76.59579138199967)"
NFS,12/29/2013,1644,1500 May Ct,Baltimore,Balto. City,21231,"1500 May Ct
Baltimore 21231
(39.29413448700046, -76.59721407299963)"
NFS,10/27/2013,1820,2404 Pickering Dr,Baltimore,Balto. City,21234,"2404 Pickering Dr
Baltimore 21234
(39.369636871000466, -76.56402022999964)"
NFS,06/05/2013,117,2400 Perring Manor Rd,Baltimore,Balto. City,21234,"2400 Perring Manor Rd
Baltimore 21234
(39.37195033600045, -76.56444972999964)"
NFS,09/06/2013,2250,6853 McClean Blvd.,Baltimore,Balto. City,21234,"6853 McClean Blvd.
Baltimore 21234
(39.36953673400046, -76.56706506299963)"
NFS,12/08/2013,1926,8621 Pleasant Plains Rd,Towson,Baltimore,21234,"8621 Pleasant Plains Rd
Towson 21234
(39.39526597800045, -76.56842281399963)"
NFS,10/17/2013,2309,Hillcrest Ave and Park Drive,Parkville,Baltimore,21234,"Hillcrest Ave and Park Drive
Parkville 21234
(39.37514281600045, -76.55123728099966)"
NFS,10/05/2013,1925,7101 Darlington Dr,Parkville,Baltimore,21234,"7101 Darlington Dr
Parkville 21234
(39.3721248170005, -76.55923209399964)"
NFS,06/05/2013,117,2400 Perring Manor Rd,Baltimore,Balto. City,21234,"2400 Perring Manor Rd
Baltimore 21234
(39.37195033600045, -76.56444972999964)"
NFS,01/10/2013,0,7560 Belair Rd,Overlea,Baltimore,21236,"7560 Belair Rd
Overlea 21236
(39.36501250300046, -76.51915119099965)"
NFS,06/25/2013,1900,2000 Northbourne Road,Baltimore,Balto. City,21239,"2000 Northbourne Road
Baltimore 21239
(39.35319470100046, -76.58021406099965)"
NFS,04/02/2013,1912,1200 Linworth Ave.,Baltimore,Balto. City,21239,"1200 Linworth Ave.
Baltimore 21239
(39.34722818600045, -76.59840859099967)"
NFS,02/28/2013,1550,5200 Loch Raven Blvd.,Baltimore,Balto. City,21239,"5200 Loch Raven Blvd.
Baltimore 21239
(39.352671564000445, -76.59049356799966)"
NFS,01/14/2013,5,1216 Rossiter Ave.,Baltimore,Balto. City,21239,"1216 Rossiter Ave.
Baltimore 21239
(39.348008044000494, -76.59895597599967)"
NFS,07/12/2013,249,1200 Beaumont Ave,Baltimore,Balto. City,21239,"1200 Beaumont Ave
Baltimore 21239
(39.350847503000466, -76.59831640899966)"
NFS,11/02/2013,204,8121 Liberty Rd,Windsor Mill,Baltimore,21244,"8121 Liberty Rd
Windsor Mill 21244
(39.35465688400046, -76.76091911399965)"
NFS,10/15/2013,1310,8 Cambridge Ct,Baltimore,Baltimore,21244,"8 Cambridge Ct
Baltimore 21244
(39.340226921000465, -76.74968590899965)"
NFS,01/28/2013,100,300 Blk Harry Truman Parkway,Annapolis,Anne Arundel,21401,"300 Blk Harry Truman Parkway
Annapolis 21401
(38.9832956730005, -76.52939993899963)"
NFS,03/24/2013,505,217 Rosewood St.,Annapolis,Anne Arundel,21401,"217 Rosewood St.
Annapolis 21401
(38.97821339100045, -76.53183896599967)"
NFS,07/18/2013,249,1155 Madison St,Annapolis,Anne Arundel,21403,"1155 Madison St
Annapolis 21403
(38.966145430000495, -76.49393815099967)"
NFS,10/27/2013,1632,Bens Drive,Annapolis,Anne Arundel,21403,"Bens Drive
Annapolis 21403
(38.951272463000464, -76.49088664799967)"
NFS,06/27/2013,1206,1400 Tyler Ave,Aaltimore,Anne Arundel,21403,"1400 Tyler Ave
Aaltimore 21403
(38.95459392400045, -76.50789157899965)"
NFS,10/27/2013,1632,Bens Drive,Annapolis,Anne Arundel,21403,"Bens Drive
Annapolis 21403
(38.951272463000464, -76.49088664799967)"
NFS,06/02/2013,100,1135 Madison St,Annapolis,Anne Arundel,21403,"1135 Madison St
Annapolis 21403
(38.96600881900048, -76.49330116299967)"
NFS,03/28/2013,2230,15000 Blk Meadow Dale Dr.,Rawlings,Allegany,21557,"15000 Blk Meadow Dale Dr.
Rawlings 21557
(39.508559043000446, -78.92371956599965)"
NFS,01/15/2013,2200,723 Douglas St.,Cambridge,Dorchester,21613,"723 Douglas St.
Cambridge 21613
(38.56568382600045, -76.08404151199966)"
NFS,02/08/2013,2030,Bayly Rd.,Cambridge,Dorchester,21613,"Bayly Rd.
Cambridge 21613
(38.55296233700045, -76.09215598399965)"
NFS,10/17/2013,51,844 Brownsville Rd,Centreville,Queen Anne's,21617,"844 Brownsville Rd
Centreville 21617
(39.05274749200049, -76.10104191799968)"
NFS,08/29/2013,2100,400 Grasoville Cemetary Rd,Grasonville,Queen Anne's,21638,"400 Grasoville Cemetary Rd
Grasonville 21638
(38.95568667600048, -76.19136030299967)"
NFS,08/29/2013,2100,400 Grasoville Cemetary Rd,Grasonville,Queen Anne's,21638,"400 Grasoville Cemetary Rd
Grasonville 21638
(38.95568667600048, -76.19136030299967)"
NFS,08/29/2013,2100,400 Grasoville Cemetary Rd,Grasonville,Queen Anne's,21638,"400 Grasoville Cemetary Rd
Grasonville 21638
(38.95568667600048, -76.19136030299967)"
NFS - self inflicted,07/14/2013,1618,17961 Henrderson Rd,Marydel,Caroline,21649,"17961 Henrderson Rd
Marydel 21649
(39.115409911000484, -75.77110957999963)"
NFS,12/06/2013,1750,400 blk Sherman Ave,Frederick,Frederick,21701,"400 blk Sherman Ave
Frederick 21701
(39.42462657200048, -77.38923742299966)"
NFS,04/05/2013,233,8919 Mapleville Rd.,Boonsboro,Washington,21713,"8919 Mapleville Rd.
Boonsboro 21713
(39.56023324000046, -77.64709681399967)"
NFS,03/31/2013,145,5 Nottingham Rd.,Hagerstown,Washington,21740,"5 Nottingham Rd.
Hagerstown 21740
(39.64829637800045, -77.74018966199964)"
NFS,03/31/2013,145,5 Nottingham Rd.,Hagerstown,Washington,21740,"5 Nottingham Rd.
Hagerstown 21740
(39.64829637800045, -77.74018966199964)"
NFS,07/21/2013,1815,Fair Oaks Ct,Halfway,Washington,21740,"Fair Oaks Ct
Halfway 21740
(39.62186610600048, -77.76493885699966)"
NFS,03/06/2013,0,610 Dawn Ct.,Salisbury,Wicomico,21801,"610 Dawn Ct.
Salisbury 21801
(38.40272244500045, -75.60962954199965)"
NFS - self inflicted,11/04/2013,2100,5482 Bay St,Salisbury,Wicomico,21801,"5482 Bay St
Salisbury 21801
(38.35480073700046, -75.70758579799963)"
NFS - self inflicted,01/14/2013,830,Rose St. & East Rd.,Salisbury,Wicomico,21801,"Rose St. &amp; East Rd.
Salisbury 21801
(38.369116112000484, -75.61815669599963)"
NFS,01/22/2013,2227,409 Keene Ave.,Salisbury,Wicomico,21801,"409 Keene Ave.
Salisbury 21801
(38.381748537000476, -75.59983886599963)"
NFS,05/19/2013,2142,208 Winterborn Lane,Salisbury,Wicomico,21804,"208 Winterborn Lane
Salisbury 21804
(38.33736821600047, -75.59264285199964)"
NFS,09/03/2013,1828,139 Onley Rd,Salisbury,Wicomico,21804,"139 Onley Rd
Salisbury 21804
(38.34352850200048, -75.59510068299966)"
NFS - self inflicted,08/11/2013,1445,Vine St and Rogers St,Salisbury,Wicomico,21804,"Vine St and Rogers St
Salisbury 21804
(38.35840009900045, -75.58919881599968)"
NFS,10/13/2013,100,214 Green St,Fruitland,Wicomico,21826,"214 Green St
Fruitland 21826
(38.319452725000474, -75.61894715499966)"
NFS,06/29/2013,210,2001 N Philadelphia Ave,Ocean City,Worcester,21842,"2001 N Philadelphia Ave
Ocean City 21842
(38.350040598000476, -75.07815233699966)"
NFS,06/29/2013,210,2001 N Philadelphia Ave,Ocean City,Worcester,21842,"2001 N Philadelphia Ave
Ocean City 21842
(38.350040598000476, -75.07815233699966)"
NFS,03/23/2013,100,2350 Old Snow Hill Rd.,Pocomoke City,Worcester,21851,"2350 Old Snow Hill Rd.
Pocomoke City 21851
(38.08030086500048, -75.54423308199966)"
NFS - self inflicted,04/11/2013,0,10061 Old Princess Anne Rd.,Princess Anne,Somerset,21853,"10061 Old Princess Anne Rd.
Princess Anne 21853
(38.17694524700045, -75.68488358199966)"
NFS,07/20/2013,5,Beechwood St & Antioch Ave,Princess Anne,Somerset,21853,"Beechwood St &amp; Antioch Ave
Princess Anne 21853
(38.20676932600048, -75.70994928199963)"
